datetime,text,isRetweet
"February 13, 2025 @ 5:58 AM ET","DOGE: Looks like Radical Left Reuters was paid $9,000,000 by the Department of Defense to study “large scale social deception.” GIVE BACK THE MONEY, NOW!",False
"February 12, 2025 @ 2:41 PM ET","President Donald J. Trump was just unanimously elected Chairman of the Board of the prestigious Kennedy Center in Washington, D.C. The President stated, “It is a Great Honor to be Chairman of The Kennedy Center, especially with this amazing Board of Trustees. We will make The Kennedy Center a very special and exciting place!”",False
"February 12, 2025 @ 1:11 PM ET","I just spoke to President Volodymyr Zelenskyy of Ukraine. The conversation went very well. He, like President Putin, wants to make PEACE. We discussed a variety of topics having to do with the War, but mostly, the meeting that is being set up on Friday in Munich, where Vice President JD Vance and Secretary of State Marco Rubio will lead the Delegation. I am hopeful that the results of that meeting will be positive. It is time to stop this ridiculous War, where there has been massive, and totally unnecessary, DEATH and DESTRUCTION. God bless the people of Russia and Ukraine!",False
"February 12, 2025 @ 11:53 AM ET","I just had a lengthy and highly productive phone call with President Vladimir Putin of Russia. We discussed Ukraine, the Middle East, Energy, Artificial Intelligence, the power of the Dollar, and various other subjects. We both reflected on the Great History of our Nations, and the fact that we fought so successfully together in World War II, remembering, that Russia lost tens of millions of people, and we, likewise, lost so many! We each talked about the strengths of our respective Nations, and the great benefit that we will someday have in working together. But first, as we both agreed, we want to stop the millions of deaths taking place in the War with Russia/Ukraine. President Putin even used my very strong Campaign motto of, “COMMON SENSE.” We both believe very strongly in it. We agreed to work together, very closely, including visiting each other’s Nations. We have also agreed to have our respective teams start negotiations immediately, and we will begin by calling President Zelenskyy, of Ukraine, to inform him of the conversation, something which I will be doing right now. I have asked Secretary of State Marco Rubio, Director of the CIA John Ratcliffe, National Security Advisor Michael Waltz, and Ambassador and Special Envoy Steve Witkoff, to lead the negotiations which, I feel strongly, will be successful. Millions of people have died in a War that would not have happened if I were President, but it did happen, so it must end. No more lives should be lost! I want to thank President Putin for his time and effort with respect to this call, and for the release, yesterday, of Marc Fogel, a wonderful man that I personally greeted last night at the White House. I believe this effort will lead to a successful conclusion, hopefully soon!",False
"February 12, 2025 @ 9:04 AM ET",BIDEN INFLATION UP!,False
"February 12, 2025 @ 8:12 AM ET","DOGE has found massive amounts of FRAUD, WASTE, INCOMPETENCE, AND ABUSE, but even knowing this, a highly political, activist Judge wants us to immediately make payment, anyway. In other words pay, even though you know the payment was fraudulently requested to be made. DOGE caught them - The Judge just doesn’t care. It doesn’t make sense!!!",False
"February 12, 2025 @ 7:58 AM ET","Interest Rates should be lowered, something which would go hand in hand with upcoming Tariffs!!! Lets Rock and Roll, America!!!",False
"February 11, 2025 @ 11:17 PM ET","WELCOME HOME, MARC FOGEL🇺🇸",False
"February 11, 2025 @ 1:32 PM ET",A BULLY IS THE WEAKEST PERSON…,False
"February 11, 2025 @ 1:30 PM ET","King of Jordan Abdullah II: ""I truly believe, with all the challenges that we have in the Middle East, that I finally see somebody that can take us across the finish line to bring stability, peace, and prosperity to all of us in the region.""",False
"February 11, 2025 @ 11:51 AM ET","I am pleased to announce that Terry Cole will be the next Drug Enforcement Administration (DEA) Administrator. Terry is a DEA Veteran of 21 years, with tours in Colombia, Afghanistan, and Mexico City, who currently serves as Virginia’s Secretary of Public Safety and Homeland Security, leading 11 State Public Safety Agencies, with more than 19,000 employees. Terry graduated from the Rochester Institute of Technology with a B.A., Liberal Arts/Criminal Justice, and holds Leadership Certificates from University of Virginia, University of Notre Dame, Mendoza School of Business, and MIT Sloan Executive School for Artificial Intelligence and Machine Learning.Together, we will save lives, and MAKE AMERICA SAFE AGAIN. Congratulations Terry!",False
"February 11, 2025 @ 11:49 AM ET","I am sending Secretary of the Treasury Scott Bessent to Ukraine to meet President Zelensky. This War MUST and WILL END SOON — Too much Death and Destruction. The U.S. has spent BILLIONS of Dollars Globally, with little to show. WHEN AMERICA IS STRONG, THE WORLD IS AT PEACE.",False
"February 11, 2025 @ 10:29 AM ET","FEMA spent tens of millions of dollars in Democrat areas, disobeying orders, but left the people of North Carolina high and dry. It is now under review and investigation. THE BIDEN RUN FEMA HAS BEEN A DISASTER. FEMA SHOULD BE TERMINATED! IT HAS BEEN SLOW AND TOTALLY INEFFECTIVE. INDIVIDUAL STATES SHOULD HANDLE STORMS, ETC., AS THEY COME. BIG SAVINGS, FAR MORE EFFICIENT!!!",False
"February 11, 2025 @ 10:12 AM ET","DOGE: BILLIONS OF DOLLARS OF WASTE, FRAUD, AND ABUSE BEING FOUND. CAMPAIGN PROMISE. IMPORTANT FOR AMERICA!!!",False
"February 11, 2025 @ 10:04 AM ET",“DOGE DISRUPTS DC WITH MASSIVE SPENDING CUTS”,False
"February 11, 2025 @ 8:35 AM ET","DOGE: BILLIONS OF DOLLARS OF WASTE, FRAUD, AND ABUSE BRING FOUND. CAMPAIGN PROMISE. IMPORTANT FOR AMERICA!!!",False
"February 11, 2025 @ 7:47 AM ET","Billions of Dollars of FRAUD, WASTE, AND ABUSE, has already been found in the investigation of our incompetently run Government. Now certain activists and highly political judges want us to slow down, or stop. Losing this momentum will be very detrimental to finding the TRUTH, which is turning out to be a disaster for those involved in running our Government. Much left to find. No Excuses!!!",False
"February 11, 2025 @ 6:57 AM ET","I am hereby instructing Secretary Lee Zeldin to immediately go back to my Environmental Orders, which were terminated by Crooked Joe Biden, on Water Standards and Flow pertaining to SINKS, SHOWERS, TOILETS, WASHING MACHINES, DISHWASHERS, etc., and to likewise go back to the common sense standards on LIGHTBULBS, that were put in place by the Trump Administration, but terminated by Crooked Joe. I look forward to signing these Orders. THANK YOU!!!",False
"February 11, 2025 @ 6:07 AM ET","California just stopped counting their votes on the 2024 Presidential Election. VOTER I.D. IS TOTALLY BARRED! IN FACT, IT IS ILLEGAL FOR VOTING OFFICIALS TO EVEN ASK TO SEE A PERSONS IDENTIFICATION. This cannot be made up!",False
"February 11, 2025 @ 5:58 AM ET","RT @realDonaldTrumpNew York is the most corrupt State in the Union. That is why so many businesses and people are fleeing. We need great Judges and Politicians to help fix New York, and to stop the kind of Lawfare that was launched against me, from falsely valuing Mar-a-Lago at $18 Million Dollars, when it is worth, perhaps, 100 times that amount (The corrupt judge was replaced by another judge, only to be immediately put back on the case when the Democrat political leaders found out that a change of judges was made. It has become a great embarrassment for the New York Judicial System!), to a woman that I had no idea who she was, making a FAKE and ridiculous accusation, to a “case” that was made up by a corrupt and highly conflicted Judge in order to criminally attack me for political purposes. Hopefully, Justice Will Prevail as these cases wind their way through the Appellate System. MAKE NEW YORK GREAT AGAIN!",True
"February 11, 2025 @ 5:56 AM ET",RT @SilverKnight57,True
"February 11, 2025 @ 5:50 AM ET",RT @joemccuiston,True
"February 11, 2025 @ 5:49 AM ET","RT @IStandWithTrump47With voting for President Trump, I voted for all of them! Team America! 🇺🇸#Truth #Trump47 #GoldenAge #SaveAmerica #AmericaFirst",True
"February 11, 2025 @ 5:43 AM ET","New York is the most corrupt State in the Union. That is why so many businesses and people are fleeing. We need great Judges and Politicians to help fix New York, and to stop the kind of Lawfare that was launched against me, from falsely valuing Mar-a-Lago at $18 Million Dollars, when it is worth, perhaps, 100 times that amount (The corrupt judge was replaced by another judge, only to be immediately put back on the case when the Democrat political leaders found out that a change of judges was made. It has become a great embarrassment for the New York Judicial System!), to a woman that I had no idea who she was, making a FAKE and ridiculous accusation, to a “case” that was made up by a corrupt and highly conflicted Judge in order to criminally attack me for political purposes. Hopefully, Justice Will Prevail as these cases wind their way through the Appellate System. MAKE NEW YORK GREAT AGAIN!",False
"February 10, 2025 @ 6:35 PM ET","We're going to be BIGGER, BETTER, and STRONGER than ever before!",False
"February 10, 2025 @ 6:33 PM ET",We’re going back to plastic straws!,False
"February 10, 2025 @ 5:09 PM ET","I am pleased to announce that Ric Grenell will serve as the Interim Executive Director of The Kennedy Center. Ric shares my Vision for a GOLDEN AGE of American Arts and Culture, and will be overseeing the daily operations of the Center. NO MORE DRAG SHOWS, OR OTHER ANTI-AMERICAN PROPAGANDA — ONLY THE BEST. RIC, WELCOME TO SHOW BUSINESS!",False
"February 10, 2025 @ 3:05 PM ET","On Tuesday, February 11th, there is an important Special Election for Westchester County Executive in New York! Democrats have made Westchester County a “Sanctuary County” protecting criminal illegals! Republicans, Conservatives, and Common Sense Voters must GET OUT THE VOTE, and send a message to the Corrupt Democrats. No more protecting criminal aliens. VOTE REPUBLICAN!",False
"February 10, 2025 @ 1:37 PM ET",RT @marklevinshowEXCLUSIVE: I'LL BE INTERVIEWING PRESIDENT TRUMP THIS EVENING IN HIS FIRST RADIO INTERVIEW SINCE HIS RE-ELECTION!DON'T MISS IT! ,True
"February 10, 2025 @ 9:16 AM ET","I am pleased to announce that Howard Brodie will be the next United States Ambassador to Finland. Howard is a distinguished attorney, investor, and businessman, who currently serves as Co-President and General Counsel of Brodie Generational Capital Partners. A proud graduate of Yale Law School, Howard has decades of International experience, leading major transactions and Global business negotiations. He is also a dedicated philanthropist, strongly supporting Medical Research, Education, Veterans’ causes, and the Arts. I know Howard will bring his vast experience and passion for our Country to advance our Interests abroad.Congratulations to Howard, his wonderful wife, and three children!",False
"February 10, 2025 @ 9:16 AM ET","Our Service Academies have been infiltrated by Woke Leftist Ideologues over the last four years. I have ordered the immediate dismissal of the Board of Visitors for the Army, Air Force, Navy, and Coast Guard. We will have the strongest Military in History, and that begins by appointing new individuals to these Boards. We must make the Military Academies GREAT AGAIN!",False
"February 9, 2025 @ 11:15 PM ET","The worst part of the Super Bowl, by far, was watching the Kickoff where, as the ball is sailing through the air, the entire field is frozen, stiff. College Football does not do it, and won’t! Whose idea was it to ruin the Game?",False
"February 9, 2025 @ 11:14 PM ET",The only one that had a tougher night than the Kansas City Chiefs was Taylor Swift. She got BOOED out of the Stadium. MAGA is very unforgiving!,False
"February 9, 2025 @ 9:27 PM ET","For far too long the United States has minted pennies which literally cost us more than 2 cents. This is so wasteful! I have instructed my Secretary of the US Treasury to stop producing new pennies. Let's rip the waste out of our great nations budget, even if it's a penny at a time.",False
"February 9, 2025 @ 2:58 PM ET","Bob Unanue: ""I love the President for his Courage, Leadership, Love of Country, Love of us, Love of the most vulnerable, Love of God and for leading America and the World closer to HIM! Mr. President, you have been CHOSEN by GOD as President and LEADER for the World into the GOLDEN AGE!""",False
"February 9, 2025 @ 8:51 AM ET","South Africa is confiscating land, and treating certain classes of people VERY BADLY. It is a bad situation that the Radical Left Media doesn’t want to so much as mention. A massive Human Rights VIOLATION is happening, for all to see. The United States won’t stand for it - We will act. Also, because of this, I will be cutting off all aid to South Africa until further notice!",False
"February 9, 2025 @ 8:50 AM ET","I will be interviewed by Bret Baier, of Fox, prior to the Super Bowl at 3 P.M. EST. Enjoy!",False
"February 8, 2025 @ 1:50 PM ET","Congratulations to my friend, Lieutenant Governor Dan Patrick, for the biggest launch of a School Choice program in American History, with $1 Billion Dollars for 100,000 students in Texas. Senator Brandon Creighton did fantastic work passing SB2. Lt. Gov. Patrick has now passed School Choice six times out of the Texas Senate, only to see it die in the Texas House every time, but he never quits. The Texas House must now pass School Choice to deliver a gigantic Victory for Texas students and parents. I will be watching them closely. I’ve made School Choice a priority of my Administration. We need School Choice passed in every State!",False
"February 8, 2025 @ 7:24 AM ET","Our Country is coming back faster than anyone thought possible. We are respected all over the world, like never before. ENJOY!!!",False
"February 8, 2025 @ 7:16 AM ET","Crooked Joe’s MANDATE, “NO PLASTIC STRAWS, ONLY PAPER,” IS DEAD! Enjoy your next drink without a straw that disgustingly dissolves in your mouth!!!",False
"February 7, 2025 @ 11:39 PM ET",Welcome to the New Kennedy Center!,False
"February 7, 2025 @ 6:21 PM ET","There is no need for Joe Biden to continue receiving access to classified information. Therefore, we are immediately revoking Joe Biden’s Security Clearances, and stopping his daily Intelligence Briefings. He set this precedent in 2021, when he instructed the Intelligence Community (IC) to stop the 45th President of the United States (ME!) from accessing details on National Security, a courtesy provided to former Presidents. The Hur Report revealed that Biden suffers from “poor memory” and, even in his “prime,” could not be trusted with sensitive information. I will always protect our National Security — JOE, YOU’RE FIRED. MAKE AMERICA GREAT AGAIN!",False
"February 7, 2025 @ 5:29 PM ET","Jeff Kaufmann is doing an incredible job as Chairman of the Republican Party of Iowa. Jeff has overseen tremendous Republican gains in the Hawkeye State, including my HISTORIC WINS in 2016, 2020, and 2024. He is MAGA all the way, and I know he will do a fantastic job, and secure many more Victories for Iowa Republicans in 2026, and beyond. Jeff Kaufmann has my Complete and Total Endorsement for Re-Election as Chairman of the Republican Party of Iowa – HE WILL NOT LET YOU DOWN!",False
"February 7, 2025 @ 5:27 PM ET","At my direction, we are going to make the Kennedy Center in Washington D.C., GREAT AGAIN. I have decided to immediately terminate multiple individuals from the Board of Trustees, including the Chairman, who do not share our Vision for a Golden Age in Arts and Culture. We will soon announce a new Board, with an amazing Chairman, DONALD J. TRUMP! Just last year, the Kennedy Center featured Drag Shows specifically targeting our youth — THIS WILL STOP. The Kennedy Center is an American Jewel, and must reflect the brightest STARS on its stage from all across our Nation. For the Kennedy Center, THE BEST IS YET TO COME!",False
"February 7, 2025 @ 3:06 PM ET","For nearly 80 years the American and Japanese people have enjoyed a friendship like few others. After our meeting today, I'm confident that the cherished alliances between our two countries will continue to flourish long into the future!",False
"February 7, 2025 @ 10:12 AM ET","I will be signing an Executive Order next week ending the ridiculous Biden push for Paper Straws, which don’t work. BACK TO PLASTIC!",False
"February 7, 2025 @ 9:40 AM ET","Eugene Robinson of the Washington Post is INCOMPETENT! So sad to see him trying to justify the waste, fraud, and corruption at USAID with his pathetic Radical Left SPIN. He should be fired immediately!!!",False
"February 7, 2025 @ 9:31 AM ET","USAID IS DRIVING THE RADICAL LEFT CRAZY, AND THERE IS NOTHING THEY CAN DO ABOUT IT BECAUSE THE WAY IN WHICH THE MONEY HAS BEEN SPENT, SO MUCH OF IT FRAUDULENTLY, IS TOTALLY UNEXPLAINABLE. THE CORRUPTION IS AT LEVELS RARELY SEEN BEFORE. CLOSE IT DOWN!",False
"February 7, 2025 @ 9:28 AM ET",“THIS IS THE REASON THE TRUMP REVOLUTION WAS SO REVOLUTIONARY”,False
"February 7, 2025 @ 8:09 AM ET","Two great Quarterbacks in this game. Also, an unbelievable running back, and the absolute best tight end in football (Ever!). Incredible coaching! If they would only get rid of that really weird looking new Kickoff “deal,” which actually makes football more dangerous, they would be doing everybody, especially the fans, a big favor. ANYWAY, IT WILL BE A GREAT GAME!!! I’ll be doing the interview, before the game, at 3:00 P.M. There hasn’t been one in four years (Gee, I wonder why?).",False
"February 7, 2025 @ 7:52 AM ET",BALANCED BUDGET!!! DJT,False
"February 6, 2025 @ 6:01 PM ET","I am pleased to announce that Nicholas Merrick will serve as the next United States Ambassador to the Czech Republic.Nicholas is a highly respected businessman and teacher, who leads Kenny and Lisa Troutt’s $1.6 Billion family office. He was previously the CFO of two publicly traded telecommunications companies, and has served on several large pension boards. He received his Bachelor of Science from the University of Virginia, and MBA from Harvard University.Congratulations Nicholas!",False
"February 6, 2025 @ 6:01 PM ET","I am pleased to announce that Melinda Hildebrand will serve as the next United States Ambassador to Costa Rica.Melinda is an incredibly successful businesswoman and philanthropist, who serves as the Vice Chair of the Hildebrand Foundation, and Vice President of Hilcorp Ventures Inc. She is also the President and Owner of the popular River Oaks Donuts. She will fight tirelessly to protect America’s Interests abroad, especially in Trade and Immigration.Congratulations Melinda!",False
"February 6, 2025 @ 5:59 PM ET","I am pleased to announce that Michael E. Kavoukjian will serve as the next United States Ambassador to the Kingdom of Norway.Michael is a brilliant attorney, who currently serves as a Senior Partner at White & Case, where he has led complex commercial litigation teams around the World. He previously served our Country as a CIA Operations Officer. Michael is a graduate of Stanford University and Harvard Law School.Congratulations Michael!",False
"February 6, 2025 @ 5:48 PM ET","I am pleased to announce that Thomas Rose will serve as the next United States Ambassador to Poland.Thomas is a highly respected businessman and commentator, who had a successful radio show on Sirius XM for almost a decade, and served as the Publisher and CEO of The Jerusalem Post. He will make sure our interests are represented in Poland, and always put America First.Congratulations Thomas!",False
"February 6, 2025 @ 5:48 PM ET","I am pleased to announce that Gadyaces “Gady” Serralta will serve as the next Director of the United States Marshals Service.Gady is a lifelong public servant, with 34 years of Law Enforcement experience. I nominated him in my First Term to serve as the U.S. Marshal for the Southern District of Florida, and he has done an incredible job for the past six years. He was previously a Major in the Miami-Dade Police Department, and the Police Chief for Palmetto Bay, Florida.Gady will work with our GREAT Attorney General Pam Bondi to make sure that we restore Law and Order, and Make America Safe Again.Congratulations Gady!",False
"February 6, 2025 @ 5:31 PM ET","Exciting news! Due to my Executive Order, which I proudly signed yesterday, the NCAA has officially changed their policy of allowing men in Women’s Sports – IT IS NOW BANNED! This is a great day for women and girls across our Country. Men should have NEVER been allowed to compete against women in the first place, but I am proud to be the President to SAVE Women’s Sports. We expect the Olympics Committee to also use Common Sense, and implement this policy, which is very popular among the American People, and the entire World!",False
"February 6, 2025 @ 5:31 PM ET",These events remind us of how blessed we are to live in a nation that has thrived for two and a half centuries as a haven of Religious Freedom—My administration is absolutely committed to defending this proud heritage and I will ALWAYS protect Religious Liberty!,False
"February 6, 2025 @ 12:10 PM ET","From the very beginning of our republic, America has always been a nation founded by people of faith, strengthened by the power of prayer, and united by four simple but very beautiful words: In God We Trust.",False
"February 6, 2025 @ 12:09 PM ET","After years of decline, Americans are re-asserting our true identity as a people ordained by God to be the freest and most exceptional nation ever to exist on the face of the Earth.",False
"February 6, 2025 @ 6:47 AM ET","LOOKS LIKE BILLIONS OF DOLLARS HAVE BEEN STOLLEN AT USAID, AND OTHER AGENCIES, MUCH OF IT GOING TO THE FAKE NEWS MEDIA AS A “PAYOFF” FOR CREATING GOOD STORIES ABOUT THE DEMOCRATS. THE LEFT WING “RAG,” KNOWN AS “POLITICO,” SEEMS TO HAVE RECEIVED $8,000,000. Did the New York Times receive money??? Who else did??? THIS COULD BE THE BIGGEST SCANDAL OF THEM ALL, PERHAPS THE BIGGEST IN HISTORY! THE DEMOCRATS CAN’T HIDE FROM THIS ONE. TOO BIG, TOO DIRTY!",False
"February 6, 2025 @ 6:32 AM ET","The Gaza Strip would be turned over to the United States by Israel at the conclusion of fighting. The Palestinians, people like Chuck Schumer, would have already been resettled in far safer and more beautiful communities, with new and modern homes, in the region. They would actually have a chance to be happy, safe, and free. The U.S., working with great development teams from all over the World, would slowly and carefully begin the construction of what would become one of the greatest and most spectacular developments of its kind on Earth. No soldiers by the U.S. would be needed! Stability for the region would reign!!!",False
"February 6, 2025 @ 6:09 AM ET","CBS and 60 Minutes defrauded the public by doing something which has never, to this extent, been seen before. They 100% removed Kamala’s horrible election changing answers to questions, and replaced them with completely different, and far better, answers, taken from another part of the interview. This was Election changing “stuff,” Election Interference and, quite simply, Election Fraud at a level never seen before. CBS should lose its license, and the cheaters at 60 Minutes should all be thrown out, and this disreputable “NEWS” show should be immediately terminated. With the new Democrat scandal that just arose with respect to USAID illegally paying large sums of money to Politico and other media outlets, the question must me asked, was CBS paid for committing this FRAUD??? Many other questions to come! This will go down as the biggest Broadcasting SCANDAL in History!!!",False
"February 6, 2025 @ 12:40 AM ET","Congratulations to the Chiefs GREAT Quarterback, Patrick Mahomes, and his very beautiful and BRILLIANT wife, Brittany, on the birth of their new baby daughter, Golden Raye. This is what I call a baby with great genes, both mother and father. It’s happy times in the wonderful Mahomes family. See you all on Sunday!",False
"February 5, 2025 @ 11:50 PM ET",Jesse Watters: “Wow…we finally got our hands on the raw CBS News interview with Kamala Harris that was deceptively edited. And it did not disappoint…”,False
"February 5, 2025 @ 4:34 PM ET","WITH THIS EXECUTIVE ORDER, THE WAR ON WOMENS SPORTS IS OVER! PROMISES MADE, PROMISES KEPT!!!",False
"February 5, 2025 @ 4:23 PM ET","We are putting every school receiving taxpayer dollars on notice: If you let men take over women's sports teams or invade your locker rooms, you will be investigated for violations of Title IX and risk your federal funding.",False
"February 5, 2025 @ 4:22 PM ET","Under the Trump Administration, we will defend the proud tradition of female athletes. From now on, women's sports will be ONLY FOR WOMEN!",False
"February 5, 2025 @ 11:54 AM ET","Pam was a career prosecutor for nearly 20 years and was one of the toughest, smartest, best, and most successful Attorney Generals in the history of Florida—and I think she's going to end up going down as one of the most successful Attorney Generals this Country has ever had.",False
"February 5, 2025 @ 11:53 AM ET","A Great Honor—I’m thrilled to be here today with our nation’s next incredible Attorney General of the United States, Pam Bondi…",False
"February 5, 2025 @ 6:17 AM ET","I want Iran to be a great and successful Country, but one that cannot have a Nuclear Weapon. Reports that the United States, working in conjunction with Israel, is going to blow Iran into smithereens,” ARE GREATLY EXAGGERATED. I would much prefer a Verified Nuclear Peace Agreement, which will let Iran peacefully grow and prosper. We should start working on it immediately, and have a big Middle East Celebration when it is signed and completed. God Bless the Middle East!",False
"February 5, 2025 @ 5:55 AM ET","Congratulations to our wonderful and very talented United States Attorney General, Pam Bondi, who gets sworn in today amid tremendous support, and the respect of ALL! I know Pam well, it was an honor to appoint her, and my prediction is that she will go down as one of the best and most consequential Attorney Generals in the history of our Country. Congratulations Pam, MAKE AMERICA GREAT AGAIN!",False
"February 5, 2025 @ 5:39 AM ET",Hard working Congressman Derrick Van Orden was great on Fox today. Keep pushing Derrick!!!,False
"February 4, 2025 @ 11:49 AM ET","I was just informed that Tiger Woods’ wonderful Mother, Kultida, passed away — She has gone onto greener fairways! Kultida Woods was an amazing influence on Tiger, and gave him much of his strength and brilliance. Melania and I send our love and prayers to Tiger and his incredible family!",False
"February 4, 2025 @ 9:39 AM ET","20 years ago, Autism in children was 1 in 10,000. NOW IT’S 1 in 34. WOW! Something’s really wrong. We need BOBBY!!! Thank You! DJT",False
"February 3, 2025 @ 9:00 PM ET",It was my great honor to host the 2024 Stanley Cup Champion Florida Panthers at the White House today. Congratulations!,False
"February 3, 2025 @ 8:45 PM ET","GREAT INTEREST IN TIKTOK! Would be wonderful for China, and all concerned.",False
"February 3, 2025 @ 8:02 PM ET","Another very big and successful week of WINS for Republicans in the Great State of Florida! Florida’s third largest County, Hillsborough, has FLIPPED RED to a Republican Majority in Voter Registration, and Republicans now lead in a total of 58 out of 67 Counties across the State. “TRUMP” went 2-0 in Special Election Endorsements, with BIG WINS by our next Members of Congress, Jimmy Patronis and Randy Fine. Both Jimmy and Randy again have my Complete and Total Endorsement in the upcoming General Election on April 1, which they will win in a Landslide. THANK YOU FLORIDA—MAKE AMERICA GREAT AGAIN!",False
"February 3, 2025 @ 6:40 PM ET","It is my pleasure to nominate Joe Kent as the Director of the National Counter Terrorism Center. As a Soldier, Green Beret, and CIA Officer, Joe has hunted down terrorists and criminals his entire adult life. Above all, Joe knows the terrible cost of terrorism, losing his wonderful wife, Shannon, a Great American Hero, who was killed in the fight against ISIS. Joe continues to honor her legacy by staying in the fight. Joe will help us keep America safe by eradicating all terrorism, from the jihadists around the World, to the cartels in our backyard.Congratulations Joe!",False
"February 3, 2025 @ 6:40 PM ET","I am pleased to announce that Sean Parnell will be the Assistant to the Secretary of Defense for Public Affairs, and Chief Pentagon Spokesman.A Great American Patriot, Sean is a fearless Combat Veteran, who led one of the most decorated units in the Afghanistan War. He earned two Bronze Stars and a Purple Heart, while his platoon achieved an incredible record of eliminating over 350 enemy fighters. During my First Term, Sean was also instrumental helping pass the MISSION ACT, the BIGGEST VA Reform in History.Congratulations to Sean, his wonderful wife, and their five children!",False
"February 3, 2025 @ 6:00 PM ET","The water is flowing in California. These once empty “halfpipes” are now brimming with beautiful, clean water, and heading to farmers throughout the State, and to Los Angeles. Too bad they refused to do this during my First Term - There would have been no fires! I want to thank our Great Military, and the Army Corps of Engineers, for their LOVE of our Country, and SPEED in getting this Emergency DONE!",False
"February 3, 2025 @ 5:31 PM ET","I am pleased to announce the appointment of Michael Ellis to serve as Deputy Director of the Central Intelligence Agency.During my First Term, Michael served at the White House National Security Council, and helped expose abuses of the “unmasking” process by the Obama Administration at the beginning of the Russia, Russia, Russia, Hoax. Michael was also General Counsel of the House Intelligence Committee under Devin Nunes, and was selected to be General Counsel of the National Security Agency before being corruptly purged by the Biden Administration.Michael is a smart and highly respected lawyer who graduated from Yale University and Dartmouth College. He is General Counsel of Rumble, a multibillion dollar social media company, which has strongly protected our Right to Free Speech. He will now help our fantastic CIA Director, John Ratcliffe, fix the CIA, and make it, once again, the Greatest Intelligence Agency in the World.Congratulations Michael!",False
"February 3, 2025 @ 4:57 PM ET","Canada has agreed to ensure we have a secure Northern Border, and to finally end the deadly scourge of drugs like Fentanyl that have been pouring into our Country, killing hundreds of thousands of Americans, while destroying their families and communities all across our Country.Canada will implement their $1.3 Billion Border plan, and as per Prime Minister Trudeau, will be, “reinforcing the Border with new choppers, technology and personnel, enhanced coordination with our American partners, and increased resources to stop the flow of fentanyl. Nearly 10,000 frontline personnel are, and will be, working on protecting the Border. In addition, Canada is making new commitments to appoint a Fentanyl Czar, we will list cartels as terrorists, ensure 24/7 eyes on the Border, launch a Canada-U.S. Joint Strike Force to combat organized crime, fentanyl and money laundering. I have also signed a new intelligence directive on organized crime and fentanyl, and we will be backing it with $200 million.”As President, it is my responsibility to ensure the safety of ALL Americans, and I am doing just that. I am very pleased with this initial outcome, and the Tariffs announced on Saturday will be paused for a 30 day period to see whether or not a final Economic deal with Canada can be structured. FAIRNESS FOR ALL!",False
"February 3, 2025 @ 10:41 AM ET","I just spoke with President Claudia Sheinbaum of Mexico. It was a very friendly conversation wherein she agreed to immediately supply 10,000 Mexican Soldiers on the Border separating Mexico and the United States. These soldiers will be specifically designated to stop the flow of fentanyl, and illegal migrants into our Country. We further agreed to immediately pause the anticipated tariffs for a one month period during which we will have negotiations headed by Secretary of State Marco Rubio, Secretary of Treasury Scott Bessent, and Secretary of Commerce Howard Lutnick, and high-level Representatives of Mexico. I look forward to participating in those negotiations, with President Sheinbaum, as we attempt to achieve a “deal” between our two Countries.",False
"February 3, 2025 @ 9:09 AM ET","Canada doesn’t even allow U.S. Banks to open or do business there. What’s that all about? Many such things, but it’s also a DRUG WAR, and hundreds of thousands of people have died in the U.S. from drugs pouring through the Borders of Mexico and Canada. Just spoke to Justin Trudeau. Will be speaking to him again at 3:00 P.M.",False
"February 2, 2025 @ 9:34 PM ET","RT @RepMTGTomorrow, as promised, President @realDonaldTrump will sign a significant number of J6 pardons.Soon the nightmare of the politically weaponized government will end and the healing can begin.",True
"February 2, 2025 @ 9:34 PM ET",RT @PaulIngrassiaBREAKING: First January 6th political prisoners to be released after President Trump’s pardon: brothers Matthew and Andrew Valentin. They were released minutes ago from the DC Jail.A HISTORIC DAY IN AMERICA! 🇺🇸,True
"February 2, 2025 @ 7:05 PM ET","RT @realDonaldTrumpAnybody that’s against Tariffs, including the Fake News Wall Street Journal, and Hedge Funds, is only against them because these people or entities are controlled by China, or other foreign or domestic companies. Anybody that loves and believes in the United States of America is in favor of Tariffs. They should have never ended, in favor of the Income Tax System, in 1913. The response to Tariffs has been FANTASTIC!",True
"February 2, 2025 @ 7:05 PM ET","RT @realDonaldTrumpThe water is flowing in California. These once empty “halfpipes” are now brimming with beautiful, clean water, and heading to farmers throughout the State, and to Los Angeles. Too bad they refused to do this during my First Term - There would have been no fires! I want to thank our Great Military, and the Army Corps of Engineers, for their LOVE of our Country, and SPEED in getting this Emergency DONE!",True
"February 2, 2025 @ 7:04 PM ET","RT @realDonaldTrumpSouth Africa is confiscating land, and treating certain classes of people VERY BADLY. It is a bad situation that the Radical Left Media doesn’t want to so much as mention. A massive Human Rights VIOLATION, at a minimum, is happening for all to see. The United States won’t stand for it, we will act. Also, I will be cutting off all future funding to South Africa until a full investigation of this situation has been completed!",True
"February 2, 2025 @ 7:04 PM ET","RT @realDonaldTrumpWATCH MARK LEVIN TONIGHT, on FoxNews, 8 P.M. Eastern. Great Show!",True
"February 2, 2025 @ 6:52 PM ET",RT @CharliekirkThis photo needs to be in the Smithsonian.,True
